Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Is Retweeted,Reply to User ID,Latitude,Longitude,Profile Image
10/19/2016 03:45:49,TameThisDRejON,DARTH EJ × iSmoulder,"@keshankent may tribute para k madam miriam defensor-santiago sa audi, 3pm.  Tani makahatag ka support by being there. Hagara iban sa org.",788586928396439552,Twitter for Android,1153,1024,0,0,No,11/07/2012 11:31:59,,"Nothing ventured, nothing gained! #UPFight #Serve The People!",No,447682186,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/767909214563868673/5h2kROe7_normal.jpg"", ""View"")"
10/19/2016 08:32:36,UPVOfficial,UP Visayas,"Remembering Sen. Miriam Defensor Santiago, UP Visayas, Iloilo City https://t.co/EDQRTvuz7X",788659097759420416,Twitter for Android,2100,248,1,8,No,01/13/2014 01:37:27,Iloilo,Official Twitter account of the University of the Philippines Visayas,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/422570833681215488/JeX_2fMr_normal.png"", ""View"")"
10/19/2016 08:41:37,tinescleto,Christine Escleto,"RT @UPVOfficial: Remembering Sen. Miriam Defensor Santiago, UP Visayas, Iloilo City https://t.co/EDQRTvuz7X",788661367079251968,Twitter for iPhone,613,355,2,0,No,12/31/2009 06:44:10,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/781857224553443328/R-f_AMJi_normal.jpg"", ""View"")"
10/19/2016 08:52:12,KageroPoet,Alicia Christian,"RT @VPPilipinas: May her life serve as an inspiration and example to women, the youth and to all our fellow Filipinos. 

READ: https://t.co…",788664031112417280,Twitter for iPhone,222,566,378,0,No,05/11/2015 05:28:12,,Reader. Sensitive. Lesbian. Filipino. Late bloomer.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/648502293612990465/HiRhKIzs_normal.jpg"", ""View"")"
10/19/2016 10:26:09,Asian0511,Starboy,"Like the late Miriam Defensor Santiago said, stupid is forever.",788687674596929536,Twitter for iPhone,2050,604,0,0,No,07/21/2015 17:29:49,National Capital Region,Quezon city on weekends. Typical pinoy probinsyano. average guy.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787651315287502848/4yaRk8xA_normal.jpg"", ""View"")"
10/19/2016 10:50:23,pxncakes35,jai 🐨,"RT @confessionSBCA: To: Lahat ng umaasa

Frm: Miriam Defensor-Santiago https://t.co/rvU04iAjPR",788693774939541504,Twitter for iPhone,33,199,4,0,No,10/18/2016 10:41:13,,14 | MNL,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/788359781173960704/WcJTEkTN_normal.jpg"", ""View"")"
10/19/2016 11:19:17,uphsi_goldies,UPHSI Goldies,UPV's tribute to Sen. Miriam Defensor-Santiago. #salamatmiriam #miriam https://t.co/qPUngMomYp,788701045887078404,Twitter for iPhone,116,108,0,0,No,08/28/2016 16:59:56,UPHSI,"UPHSI Goldies' official account. Follow us for more updates. Padayon, Yupihay! 💯",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770063425686953984/ehmB3Vtc_normal.jpg"", ""View"")"
10/19/2016 11:56:53,harlnqnzl,hansen,What’s the one book you think everyone should be req… — Stupid is Forever by Sen. Miriam Defensor Santiago (fir… https://t.co/DwpBd6HSKS,788710510409740288,Ask.fm,368,329,0,0,No,07/31/2015 04:32:42,stuck in Wonderland,alaska mute ft. the maroons cementery herb,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/777363179609260033/bK5YZa2q_normal.jpg"", ""View"")"
10/19/2016 14:24:36,Gorgeous_JC,JC N,Ahhhh. I just miss madame Senator Miriam Defensor Santiago,788747681430511616,Twitter for Android,322,380,0,0,No,05/24/2013 09:41:19,"Moncada, Tarlac",Mahilig sa Pogi at Gwapo👔.//I'm the Delutional Gorgeous,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/788521356480552961/seZxObCv_normal.jpg"", ""View"")"
10/19/2016 15:40:24,airuuuhh_,LJS💜,"RT @philodoxed: ""Magkaiba ang malakas ang loob sa makapal ang mukha.""
- Sen. Miriam Defensor-Santiago.
 you will be missed 😢💔",788766759431962624,Twitter for iPad,456,303,154,0,No,02/02/2013 12:08:20,V,▽VII△VIII ;,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787987139438923776/BUyOKHMp_normal.jpg"", ""View"")"
10/19/2016 15:40:18,renzlucky,Renz Lucky (renzo),"BASAHING MABUTI HAHA

""The Constitution is always and will always be supreme.""

- Sen. Miriam Defensor-Santiago https://t.co/S1uMP7F7Ph",788766734127886336,Facebook,148,214,0,0,No,08/29/2012 08:29:46,"Pulilan, Central Luzon",,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/746743943371448320/58hWV2iA_normal.jpg"", ""View"")"
10/19/2016 15:40:24,airuuuhh_,LJS💜,"RT @philodoxed: ""Magkaiba ang malakas ang loob sa makapal ang mukha.""
- Sen. Miriam Defensor-Santiago.
 you will be missed 😢💔",788766759431962624,Twitter for iPad,457,303,154,0,No,02/02/2013 12:08:20,V,▽VII△VIII ;,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787987139438923776/BUyOKHMp_normal.jpg"", ""View"")"
10/19/2016 16:46:50,jhaz_ladner,Polaris,RT @ThinkingGAB: Miriam Defensor Santiago on family love. https://t.co/c9gx27Ivum,788783477164417024,Twitter Web Client,114,334,7,0,No,04/26/2016 14:16:37,"Caloocan City, National Capita",currently broken...are you willing to take the risk? 👊💔,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/766321015232221184/4MQ0Fwzy_normal.jpg"", ""View"")"
10/20/2016 00:24:13,drastictana,Taña Sanchez,"5. Penitent

The penitent bashers of Miriam Defensor Santiago paid a visit during her funeral.

#Eng10J #Oct14SpW https://t.co/fNPRmkoFZl",788898582157856768,Twitter for Android,30,34,0,0,No,09/17/2014 13:51:06,"Quezon City, National Capital ","Dial 804-46-73, call hope.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786557977515798529/_AcDU9ag_normal.jpg"", ""View"")"
10/20/2016 00:23:33,iloilo_city,iamiloilo,University of the Philippines Visayas - Tribute for the Late Sen. Miriam Defensor-Santiago https://t.co/1l1bC9JXpk,788898414477967360,Facebook,726,39,0,0,No,09/22/2013 02:56:47,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/764704975440142336/Kvi_xsnT_normal.jpg"", ""View"")"
10/20/2016 00:24:13,drastictana,Taña Sanchez,"5. Penitent

The penitent bashers of Miriam Defensor Santiago paid a visit during her funeral.

#Eng10J #Oct14SpW https://t.co/fNPRmkoFZl",788898582157856768,Twitter for Android,30,34,0,0,No,09/17/2014 13:51:06,"Quezon City, National Capital ","Dial 804-46-73, call hope.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786557977515798529/_AcDU9ag_normal.jpg"", ""View"")"
10/20/2016 03:38:19,supahmarky,MC❤,"RT @QueenBekificent: RIP to the Greatest President the Philippines never had, Sen. Miriam Defensor Santiago. Your legacy will forever live…",788947427332096001,Twitter for Android,1922,345,340,0,No,10/24/2015 13:00:02,"Sasmuan, Central Luzon",I'm Mark Chingcuangco 17yrsold x  Legionnaire x Future CPA X Aspiring Dean's Lister x Honorian x Performing Artist.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/777774697496752128/6OidHyCK_normal.jpg"", ""View"")"
10/20/2016 08:00:07,Barrio_Fiesta,Barrio Fiesta Dubai,Pickup lines ulit tayo of Senador Miriam Defensor Santiago.  #PinoyJokes #BarrioFiestaDubai      Photo... https://t.co/8IVfWcoAVR,789013314097520640,Facebook,22870,20473,0,0,No,07/25/2011 12:24:29,"Dubai, UAE ",The Original Barrio Fiesta Restaurant – Dubai. Providing the Filipino people with the authentic taste of true Filipino cuisine.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1657285132/Twitter_image_normal.jpg"", ""View"")"
10/20/2016 08:10:57,IamDeaf_Jet2x,Jet2x Romo,@nico_uzumaki @senmiriam Yes we know we are very sad because of PH history book will never include the name of Dr. Miriam Defensor Santiago.,789016037815484416,Twitter Web Client,133,160,0,1,No,06/17/2009 10:26:00,"Tagbilaran City, Bohol ","- Deaf Boholano
- Youth Advocate for the Deaf Community
- loved to eat, talking, debate and hang out with my good friends",No,77966452,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787539466042826753/jbbbDHfK_normal.jpg"", ""View"")"
10/20/2016 09:18:02,JoyceAnn_P,STIGMA 👽,RT @pinoy_humor: The feisty warrior who fought for what is right. She is one of the filipino heroes. RIP Senator Miriam Defensor Santiago.…,789032919155167232,Twitter for iPhone,485,270,98,0,No,04/20/2015 18:33:20,,|| iGot7 • Army • Melody • Black Pink || @BTS_twt @BamBam1A || LTS || Only Bambam and Taehyung in my LIFE 💕|| Kdrama fo lifeu 💯 || Lee JungShin 😻|| Onew ✨||,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/788339921010372614/8jyytGnu_normal.jpg"", ""View"")"
10/20/2016 10:22:19,ddochi_951013,Bh3bs💕,RT @pinoy_humor: The feisty warrior who fought for what is right. She is one of the filipino heroes. RIP Senator Miriam Defensor Santiago.…,789049099773366272,Twitter for Android,164,24,99,0,No,08/17/2016 15:26:23,"Seoul, Republic of Korea",방탄소년단 • 레드벨벳 • 브렉핑크 • 이종석 • 송종기 • @95_ddochi,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787152051243397121/gDx4mMwa_normal.jpg"", ""View"")"
10/20/2016 10:43:09,vinarxian,vina arguelles,"That moment when you still see MIRIAM DEFENSOR SANTIAGO posted in twitter hahah 

--fan page 😂",789054342573674496,Twitter for iPhone,239,250,0,0,No,01/27/2011 12:29:32,"Davao City, Davao Region",instagram/@vinxian31,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789054748422868993/BkXVGE0__normal.jpg"", ""View"")"
10/20/2016 11:32:44,julriyanamelons,narcissa,"i miss miriam defensor santiago, like really",789066818916786176,Twitter for iPad,1572,850,0,0,No,02/02/2013 12:43:17,where i belong..,"a sonneteer, a student, and a freak..",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784955561540325376/eFY2I3Ko_normal.jpg"", ""View"")"
10/20/2016 13:02:30,Ds0Railey,StepezxdBDs0Railey,RT @theartofhugot: Rest in peace Sen. Miriam Defensor Santiago 😩😩😩 https://t.co/49GFmAq3pU,789089409362690048,Twitter Web Client,0,0,1415,0,No,10/17/2016 12:45:40,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789076112559267845/m-zIveoD_normal.jpg"", ""View"")"
10/20/2016 13:31:57,nicoerr9,Nicoerr9Cq7,"RT @B0ntsek: Miriam Defensor Santiago is killing them right now... no match with the queen!

#PiliPinasDebates2016",789096819015970816,Twitter Web Client,1,0,10,0,No,10/17/2016 06:36:25,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789077004062785537/ckUE79TT_normal.jpg"", ""View"")"
10/20/2016 13:31:36,pippllavu,PippllavuDWce,"RT @FrugayasTrivia: Miriam Defensor Santiago""Iron LAdy In Asia"" Died From Cancer
#PHILIPPINES 
https://t.co/YUCfypJyQJ https://t.co/PfvWcC9…",789096731258527745,Twitter Web Client,0,0,3,0,No,10/17/2016 11:52:03,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789076170256121856/1pCYtTjl_normal.jpg"", ""View"")"
10/20/2016 13:31:57,nicoerr9,Nicoerr9Cq7,"RT @B0ntsek: Miriam Defensor Santiago is killing them right now... no match with the queen!

#PiliPinasDebates2016",789096819015970816,Twitter Web Client,1,0,10,0,No,10/17/2016 06:36:25,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789077004062785537/ckUE79TT_normal.jpg"", ""View"")"
10/20/2016 15:41:29,baymaxbssr,Maraya,"Isa sa pinakamahusay na lider: 
&gt; Sen. Miriam Defensor-Santiago",789129420376150016,Twitter for Android,153,226,0,0,No,02/14/2016 10:07:35,"Taguig City, National Capital ","SRRCian , Compañera • Kathniel , AlDub/MaiChard • Pascalines , Annelids • Taga-kilig , Laging Third wheel • TULAY na di nakakalimot • EDSLIE , AngHard Shipper",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787637420002910208/9SA3Yz9R_normal.jpg"", ""View"")"
10/20/2016 16:29:08,joebolvis,belle,"RT @JoshOlvis: Your wit and reasoning power will be missed. Until we see you again, the Great Miriam Defensor Santiago. @joebolvis #MiriamS…",789141410842746880,Twitter for Android,1235,317,1,0,No,06/12/2011 07:14:34,"MNL, PHL",Woman after God's own heart ♡,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/776430661666164737/lmBQMAy2_normal.jpg"", ""View"")"
10/21/2016 01:58:45,briccisanchez01,B E A T R I C E❤,"RT @kamponngpicsart: ""Balita ko magaling ka raw sa Algebra? Can you replace my X without asking Y?"" -Sen. Miriam Defensor Santiago",789284757666357252,Twitter for Android,119,405,4,0,No,01/11/2015 02:46:13,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/751250531788525568/uDJ8exlL_normal.jpg"", ""View"")"
10/21/2016 04:31:38,alexmordeno,watashi wa gg desu,"""Feel nako ikaw ang ma next Miriam.""

Okay that was a really big compliment but there can only be one Miriam Defensor-Santiago. Only her.",789323233665232896,Twitter Web Client,306,203,0,0,No,04/07/2013 14:14:30,,soft potato burrito marshmallow,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/762151567151673344/V3ZL3nxK_normal.jpg"", ""View"")"
10/21/2016 09:28:29,douceatre_,liberal art,Yung mga lawyer to be wag po mayabang unless kaya niyong tapatan achievements ni Miriam Defensor Santiago thank u po :),789397939974045696,Twitter for Android,139,135,0,1,No,05/03/2013 14:22:28,National Capital Region,probably very different from how you perceive,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770943530931855360/0tT5IYa6_normal.jpg"", ""View"")"
10/21/2016 09:41:50,FforFranco,Miggy Salvatorre,"""For evil to triumph, it is enough for good men to do nothing!"" 
– Sen. Miriam Defensor-Santiago, March 2014",789401296298127361,Twitter for Android,1448,1250,0,0,No,03/17/2012 07:47:41,,"ENTJ, Ambivert, Rational, Artist, Dreamer, Architect in the making.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787703653100494849/bbIfeQ8B_normal.jpg"", ""View"")"
10/21/2016 12:35:07,betseykilayko,Marybeth,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789444905999347712,Twitter for Android,1596,1829,2,0,No,05/05/2011 09:50:37,Republic of the Philippines,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783328542083784704/LO6zKhSd_normal.jpg"", ""View"")"
10/21/2016 12:33:27,SagadaSun,Dean Bocobo,"According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfarol",789444487718146051,TweetDeck,10396,736,2,3,No,12/07/2006 10:08:00,Philippines,"Physicist. Family Man. Post-theist. DLSU, SF State, Harvard Universities. CT, MRI, Aircraft Engines at General Electric Co.  Truth is Beauty, and Beauty, Truth!",No,1453950661,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/600407727001600000/aK3b9tsq_normal.jpg"", ""View"")"
10/21/2016 12:47:31,qlaida,Q. Laida,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789448024955035648,Twitter for iPhone,11,172,3,0,No,05/28/2013 12:10:17,,,No,,,,"=HYPERLINK(""http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"", ""View"")"
10/21/2016 12:35:07,betseykilayko,Marybeth,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789444905999347712,Twitter for Android,1597,1829,3,0,No,05/05/2011 09:50:37,Republic of the Philippines,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783328542083784704/LO6zKhSd_normal.jpg"", ""View"")"
10/21/2016 12:52:40,bentchbites,H. Bentham,Napanood nyo ba yung ep ng Power House featuring home library ni Miriam Defensor-Santiago? Yun lang naman ang goals… https://t.co/FYzQN0Q6Nq,789449324409163776,TweetDeck,104,145,0,4,No,08/08/2011 00:35:11,Philippines,"If you didn't write it down, it didn't happen.

https://t.co/V6M2nlB2rG",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/774219427864645633/P3QDG5oD_normal.jpg"", ""View"")"
10/21/2016 12:47:31,qlaida,Q. Laida,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789448024955035648,Twitter for iPhone,11,172,3,0,No,05/28/2013 12:10:17,,,No,,,,"=HYPERLINK(""http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"", ""View"")"
10/21/2016 13:08:06,djraval,Demaree JB Raval,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789453206803714048,Twitter for iPhone,250,360,5,0,No,07/03/2009 05:48:00,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/746337422816882688/9PUBQt9E_normal.jpg"", ""View"")"
10/21/2016 13:03:13,MiriamSantigogo,Miriam DefenTHOR San,"RT @manila_bulletin: Sen. Miriam Defensor Santiago, an original and a maverick (1945-2016) https://t.co/yUscQ0bCKn",789451977306484736,Twitter for iPhone,92,128,7,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:03:09,MiriamSantigogo,Miriam DefenTHOR San,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789451961019961344,Twitter for iPhone,92,128,5,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:02:59,MiriamSantigogo,Miriam DefenTHOR San,RT @uphsi_goldies: UPV's tribute to Sen. Miriam Defensor-Santiago. #salamatmiriam #miriam https://t.co/qPUngMomYp,789451920096104448,Twitter for iPhone,92,128,1,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 12:52:40,bentchbites,H. Bentham,Napanood nyo ba yung ep ng Power House featuring home library ni Miriam Defensor-Santiago? Yun lang naman ang goals… https://t.co/FYzQN0Q6Nq,789449324409163776,TweetDeck,104,145,0,4,No,08/08/2011 00:35:11,Philippines,"If you didn't write it down, it didn't happen.

https://t.co/V6M2nlB2rG",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/774219427864645633/P3QDG5oD_normal.jpg"", ""View"")"
10/21/2016 13:08:06,djraval,Demaree JB Raval,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789453206803714048,Twitter for iPhone,250,360,5,0,No,07/03/2009 05:48:00,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/746337422816882688/9PUBQt9E_normal.jpg"", ""View"")"
10/21/2016 13:03:13,MiriamSantigogo,Miriam DefenTHOR San,"RT @manila_bulletin: Sen. Miriam Defensor Santiago, an original and a maverick (1945-2016) https://t.co/yUscQ0bCKn",789451977306484736,Twitter for iPhone,92,128,7,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:03:09,MiriamSantigogo,Miriam DefenTHOR San,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789451961019961344,Twitter for iPhone,92,128,5,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:02:59,MiriamSantigogo,Miriam DefenTHOR San,RT @uphsi_goldies: UPV's tribute to Sen. Miriam Defensor-Santiago. #salamatmiriam #miriam https://t.co/qPUngMomYp,789451920096104448,Twitter for iPhone,92,128,1,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:08:06,djraval,Demaree JB Raval,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789453206803714048,Twitter for iPhone,250,360,5,0,No,07/03/2009 05:48:00,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/746337422816882688/9PUBQt9E_normal.jpg"", ""View"")"
10/21/2016 13:03:13,MiriamSantigogo,Miriam DefenTHOR San,"RT @manila_bulletin: Sen. Miriam Defensor Santiago, an original and a maverick (1945-2016) https://t.co/yUscQ0bCKn",789451977306484736,Twitter for iPhone,92,128,7,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:03:09,MiriamSantigogo,Miriam DefenTHOR San,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789451961019961344,Twitter for iPhone,92,128,5,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:34:58,faithjunsay18,Alaine ❄| #MHActNow,"""Miriam Defensor Santiago is the epitome of an empowered woman."" - SOTECH #HASAXXXIV",789459966532784128,Twitter for Android,808,481,0,0,No,01/31/2012 18:12:49,iska • ruh ✈ ilo • cedby's,• Ps 46:5 | blessed beyond measure • 👻: peytiiee •,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787611654624124928/nXqBxorE_normal.jpg"", ""View"")"
10/21/2016 13:08:06,djraval,Demaree JB Raval,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789453206803714048,Twitter for iPhone,250,360,5,0,No,07/03/2009 05:48:00,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/746337422816882688/9PUBQt9E_normal.jpg"", ""View"")"
10/21/2016 13:03:13,MiriamSantigogo,Miriam DefenTHOR San,"RT @manila_bulletin: Sen. Miriam Defensor Santiago, an original and a maverick (1945-2016) https://t.co/yUscQ0bCKn",789451977306484736,Twitter for iPhone,92,128,7,0,No,07/17/2014 15:31:30,,For Miriam and Bernie,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/489794862003523585/Cwq5ZqQj_normal.jpeg"", ""View"")"
10/21/2016 13:48:22,ino_car,Jade Strong,I liked a @YouTube video https://t.co/VueW3xbXWY Wagas: Nang maaksidente si Miriam Defensor- Santiago,789463338929487872,Google,1289,620,0,0,No,05/25/2010 09:01:10,Philippines,Miriam Defensor Santiago,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/731511968729718785/xV_kzYaY_normal.jpg"", ""View"")"
10/21/2016 13:41:04,ino_car,Jade Strong,I liked a @YouTube video https://t.co/AfxiKPOsb5 Wagas: Mga pagsubok sa buhay ni Miriam Defensor-Santiago,789461502658949120,Google,1289,620,0,0,No,05/25/2010 09:01:10,Philippines,Miriam Defensor Santiago,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/731511968729718785/xV_kzYaY_normal.jpg"", ""View"")"
10/21/2016 13:34:58,faithjunsay18,Alaine ❄| #MHActNow,"""Miriam Defensor Santiago is the epitome of an empowered woman."" - SOTECH #HASAXXXIV",789459966532784128,Twitter for Android,808,481,0,0,No,01/31/2012 18:12:49,iska • ruh ✈ ilo • cedby's,• Ps 46:5 | blessed beyond measure • 👻: peytiiee •,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787611654624124928/nXqBxorE_normal.jpg"", ""View"")"
10/21/2016 13:08:06,djraval,Demaree JB Raval,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789453206803714048,Twitter for iPhone,250,360,5,0,No,07/03/2009 05:48:00,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/746337422816882688/9PUBQt9E_normal.jpg"", ""View"")"
10/21/2016 13:51:34,afk14334_,AFK,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789464147138375680,Twitter for iPhone,1751,2264,6,0,No,05/25/2011 04:24:17,Manila - UAE ,Continuous Learner / Human Being / Politics / News / Music / Books / Sports,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/781031160075980801/NxzXnZxx_normal.jpg"", ""View"")"
10/21/2016 13:48:22,ino_car,Jade Strong,I liked a @YouTube video https://t.co/VueW3xbXWY Wagas: Nang maaksidente si Miriam Defensor- Santiago,789463338929487872,Google,1289,620,0,0,No,05/25/2010 09:01:10,Philippines,Miriam Defensor Santiago,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/731511968729718785/xV_kzYaY_normal.jpg"", ""View"")"
10/21/2016 13:41:04,ino_car,Jade Strong,I liked a @YouTube video https://t.co/AfxiKPOsb5 Wagas: Mga pagsubok sa buhay ni Miriam Defensor-Santiago,789461502658949120,Google,1289,620,0,0,No,05/25/2010 09:01:10,Philippines,Miriam Defensor Santiago,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/731511968729718785/xV_kzYaY_normal.jpg"", ""View"")"
10/21/2016 13:34:58,faithjunsay18,Alaine ❄| #MHActNow,"""Miriam Defensor Santiago is the epitome of an empowered woman."" - SOTECH #HASAXXXIV",789459966532784128,Twitter for Android,808,481,0,0,No,01/31/2012 18:12:49,iska • ruh ✈ ilo • cedby's,• Ps 46:5 | blessed beyond measure • 👻: peytiiee •,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787611654624124928/nXqBxorE_normal.jpg"", ""View"")"
10/21/2016 13:51:34,afk14334_,AFK,"RT @SagadaSun: According to Miriam Defensor Santiago, the Chinese invented CORRUPTION and taught it to us. @BernieCadao @ilda_talk @paulfar…",789464147138375680,Twitter for iPhone,1751,2265,6,0,No,05/25/2011 04:24:17,Manila - UAE ,Continuous Learner / Human Being / Politics / News / Music / Books / Sports,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/781031160075980801/NxzXnZxx_normal.jpg"", ""View"")"
10/21/2016 13:48:22,ino_car,Jade Strong,I liked a @YouTube video https://t.co/VueW3xbXWY Wagas: Nang maaksidente si Miriam Defensor- Santiago,789463338929487872,Google,1289,620,0,0,No,05/25/2010 09:01:10,Philippines,Miriam Defensor Santiago,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/731511968729718785/xV_kzYaY_normal.jpg"", ""View"")"
