Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Is Retweeted,Reply to User ID,Latitude,Longitude,Profile Image,Google Maps
10/15/2016 01:38:53,Gut_Goddess,Dr Grace/Gut Goddess,RT @DrBubbs: Great day speaking @IHSymposium with legends @DavidPerlmutter &amp; #DrBrady. Thx to all the #MDs &amp; #docs who attended! #Nutrition…,787105434083602432,Twitter Web Client,3514,1606,1,0,No,07/25/2014 22:31:22,facebook.com/TheGutInstitute,PharmD. Rx effect of ancestral food on Homosapien lfunctional microbiota medicine| GUT MICROBIOME SOIL PROBIOTICS PREBIOTICS/OS/RS3 muaythai Xfit paleo #biomeRx,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/657001876831907844/UJRCrMn-_normal.png"", ""View"")",
10/15/2016 01:25:30,zamoet_twit,Zamoet,#promo #bukubergizi #sale #mandiradiansemesta #mds #jakarta #hallobalita #funlearning… https://t.co/oFozNtfNH0,787102066435039232,Instagram,102,226,0,0,No,09/15/2011 15:43:48,Jakarta selatan ,Kebutuhan Anak Muslim || sms/WA 0857.7807.4045 || pin 20003fd4 || LINE zamoet || IG @zamoet || YM zamoethomebase || email : zamoethomebase@yahoo.com,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2133758169/IKON_20ZAMOET_normal.jpg"", ""View"")",
10/15/2016 01:24:26,zamoet_twit,Zamoet,#promo #bukubergizi #sale #mandiradiansemesta #mds #jakarta #hallobalita #funlearning… https://t.co/gGPtWXSOOc,787101795269144576,Instagram,102,226,0,0,No,09/15/2011 15:43:48,Jakarta selatan ,Kebutuhan Anak Muslim || sms/WA 0857.7807.4045 || pin 20003fd4 || LINE zamoet || IG @zamoet || YM zamoethomebase || email : zamoethomebase@yahoo.com,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2133758169/IKON_20ZAMOET_normal.jpg"", ""View"")",
10/15/2016 01:19:55,zamoet_twit,Zamoet,#promo #bukubergizi #sale #mandiradiansemesta #mds #jakarta #hallobalita #funlearning… https://t.co/ipQHPskFth,787100658491072512,Instagram,102,226,0,0,No,09/15/2011 15:43:48,Jakarta selatan ,Kebutuhan Anak Muslim || sms/WA 0857.7807.4045 || pin 20003fd4 || LINE zamoet || IG @zamoet || YM zamoethomebase || email : zamoethomebase@yahoo.com,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2133758169/IKON_20ZAMOET_normal.jpg"", ""View"")",
10/15/2016 01:38:53,Gut_Goddess,Dr Grace/Gut Goddess,RT @DrBubbs: Great day speaking @IHSymposium with legends @DavidPerlmutter &amp; #DrBrady. Thx to all the #MDs &amp; #docs who attended! #Nutrition…,787105434083602432,Twitter Web Client,3514,1606,1,0,No,07/25/2014 22:31:22,facebook.com/TheGutInstitute,PharmD. Rx effect of ancestral food on Homosapien lfunctional microbiota medicine| GUT MICROBIOME SOIL PROBIOTICS PREBIOTICS/OS/RS3 muaythai Xfit paleo #biomeRx,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/657001876831907844/UJRCrMn-_normal.png"", ""View"")",
10/15/2016 02:00:04,detlistener,Leland K. Bassett,Thanks for the follow @RealMedRookie And thanks for supporting #medical pro development #health #medicine #doctors #MDs #ODs,787110762250661889,Twitter for iPhone,1681,753,0,2,No,02/23/2011 16:09:23,Detroit Pune Beirut,"Chairman & CEO of Bassett & Bassett Communication Managers and Counselors. 
LinkedIn: https://t.co/S2X3bmxSQl
Opinions my own",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1594957898/OPS_LKB.TB_ADM.BIZ_LKB_WEB.BRACES.SHOT_normal.jpg"", ""View"")",
10/15/2016 02:10:16,zorzo17henrique,17Hzorzo,A gente é doente só pode. A gente está conversando sobre isso porque ela está com medo de uma porta batendo... #Mds https://t.co/vtovBsDnhp,787113329823186944,Twitter for iPhone,55,623,0,1,No,05/30/2011 00:57:07,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/767044207433383937/t5xfb-vq_normal.jpg"", ""View"")",
10/15/2016 03:17:33,TapKadia,Tapan Kadia,The latest Leukemia Daily! https://t.co/0OTIBm3QYv #leusm #mds,787130261024694272,Paper.li,1162,102,0,0,No,07/17/2012 16:36:41,"Houston, TX","Tapan Kadia, MD 
- Leukemia Doc at MD Anderson Cancer Center 
 Leukemia, clinical/translational research.  Views, posts and opinions shared are my own.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2406369092/Face_Pic_-_TK_normal.jpg"", ""View"")",
10/15/2016 03:22:02,Kakai23438683,😊😊😊,Si #DeLima ginagaya si madam #MDS. Excuse me lang po #DeLima di po bagay sa inyo kyo po ang Mother of all drug lords. #DU30,787131389288165376,Twitter for iPhone,72,71,0,1,No,07/09/2016 04:00:19,,Introvert.books.music.nature.PHL ❤️❤️,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/751630098319613952/rpUGAv3i_normal.jpg"", ""View"")",
10/15/2016 03:39:44,samia_bsg,Sâmia M F U ✌,"Mds toca nesse meu celular pq ele ta pertubado 󾌴󾌴󾌴󾌴󾌴❌

#Mds",787135844830306304,Facebook,235,239,0,0,No,04/25/2012 03:03:59,,"Ninguém é melhor do que ninguém, quem somos por dentro é mais importante.
Justin Bieber",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/572178578135244801/nckMKWhV_normal.jpeg"", ""View"")",
10/15/2016 04:18:03,rharrisonfries,Team Deplorabe,"RT @BlackburnRuth: #MDs scoffing up huge #bigpharma payola for poisoning kids with #neurotoxic #vaccines 
https://t.co/uIqZyWCwxi https://t…",787145488403496964,Twitter for Android,9916,10631,1,0,No,04/13/2015 22:58:13,"Hollywood,Chicago,Houston,N.Y.",retired television broadcast mgmt. & USN,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/745855823021219840/lPo13TVX_normal.jpg"", ""View"")",
10/15/2016 04:14:22,BlackburnRuth,Ruth Blackburn,"#MDs scoffing up huge #bigpharma payola for poisoning kids with #neurotoxic #vaccines 
https://t.co/uIqZyWCwxi https://t.co/P2J0x5u1QY",787144561189490689,Twitter for Android,4105,3528,1,0,No,05/14/2013 20:49:47,,#KnowThis I refuse to go quietly and die in my sleep #WakeUpNow #UNITE #WeAreAware #WeAreAwake #TruthTeller #FreedomFighter If you add me to a list I will block,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/771560804558647296/U91zXe6p_normal.jpg"", ""View"")",
10/15/2016 04:18:03,rharrisonfries,Team Deplorabe,"RT @BlackburnRuth: #MDs scoffing up huge #bigpharma payola for poisoning kids with #neurotoxic #vaccines 
https://t.co/uIqZyWCwxi https://t…",787145488403496964,Twitter for Android,9916,10631,1,0,No,04/13/2015 22:58:13,"Hollywood,Chicago,Houston,N.Y.",retired television broadcast mgmt. & USN,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/745855823021219840/lPo13TVX_normal.jpg"", ""View"")",
10/15/2016 04:47:20,2ndfor1st,2ndfor1st,"RT @BlackburnRuth: @2ndfor1st #MDs raking in #bigpharma #CDC #payola for pushing #neurotoxic poison
https://t.co/uIqZyWCwxi https://t.co/MG…",787152855702523905,Twitter for iPhone,1531,3316,1,0,No,10/06/2011 06:14:20,Hearts & Minds,"Defenders of individual liberty and free markets, opposed to crony capitalism and legal plunder, advocates of non-violence. Not always politically correct.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1574972386/ronpaul_normal.jpg"", ""View"")",
10/15/2016 04:44:41,BlackburnRuth,Ruth Blackburn,"@2ndfor1st #MDs raking in #bigpharma #CDC #payola for pushing #neurotoxic poison
https://t.co/uIqZyWCwxi https://t.co/MGZRVllEjD",787152189676331008,Twitter for Android,4107,3530,1,1,No,05/14/2013 20:49:47,,#KnowThis I refuse to go quietly and die in my sleep #WakeUpNow #UNITE #WeAreAware #WeAreAwake #TruthTeller #FreedomFighter If you add me to a list I will block,No,385827528,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/771560804558647296/U91zXe6p_normal.jpg"", ""View"")",
10/15/2016 04:47:20,2ndfor1st,2ndfor1st,"RT @BlackburnRuth: @2ndfor1st #MDs raking in #bigpharma #CDC #payola for pushing #neurotoxic poison
https://t.co/uIqZyWCwxi https://t.co/MG…",787152855702523905,Twitter for iPhone,1531,3316,1,0,No,10/06/2011 06:14:20,Hearts & Minds,"Defenders of individual liberty and free markets, opposed to crony capitalism and legal plunder, advocates of non-violence. Not always politically correct.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/1574972386/ronpaul_normal.jpg"", ""View"")",
10/15/2016 05:58:01,firstthechild,Kassie 🎀,"RT @BlackburnRuth: @firstthechild and look at the #payola corrupt #MDs get for pushing #neurotoxicpoison #vaccines 
https://t.co/U9fyYJk5ww…",787170646543310848,Twitter for iPhone,9195,9064,1,0,No,09/22/2014 21:57:06,,FollowsJesus❤️Happy Wife AdoptionX9 #homeschool #Mom God Bless America 🇺🇸❤️🇺🇸 #Kurds #YPG #PKK Business Owner #CancerSurvivor #2A #AntiFeminist #survivalist,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784146155231858688/Oo4WZ4iU_normal.jpg"", ""View"")",
10/15/2016 05:55:38,BlackburnRuth,Ruth Blackburn,@firstthechild and look at the #payola corrupt #MDs get for pushing #neurotoxicpoison #vaccines… https://t.co/bq7fJWdXvj,787170046166470656,Twitter for Android,4106,3530,1,0,No,05/14/2013 20:49:47,,#KnowThis I refuse to go quietly and die in my sleep #WakeUpNow #UNITE #WeAreAware #WeAreAwake #TruthTeller #FreedomFighter If you add me to a list I will block,No,2827005524,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/771560804558647296/U91zXe6p_normal.jpg"", ""View"")",
10/15/2016 05:58:01,firstthechild,Kassie 🎀,"RT @BlackburnRuth: @firstthechild and look at the #payola corrupt #MDs get for pushing #neurotoxicpoison #vaccines 
https://t.co/U9fyYJk5ww…",787170646543310848,Twitter for iPhone,9195,9064,1,0,No,09/22/2014 21:57:06,,FollowsJesus❤️Happy Wife AdoptionX9 #homeschool #Mom God Bless America 🇺🇸❤️🇺🇸 #Kurds #YPG #PKK Business Owner #CancerSurvivor #2A #AntiFeminist #survivalist,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784146155231858688/Oo4WZ4iU_normal.jpg"", ""View"")",
10/15/2016 06:13:07,santherlabelle,Santher Mbacham,#thisiswhatadoctorlookslike my two beautiful sisters #MDs #Cameroonians #africangirlsrock #blackgirlmagic… https://t.co/SmwZXiqmp3,787174444452151296,Twitter for Android,2613,1590,0,0,No,10/13/2010 11:51:40,Cameroon,Publicist/Journalist/ Photographer /Social Media Promoter/MC/ASPIRING TALK SHOW HOST.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/682540254600032256/rDiUL9-6_normal.jpg"", ""View"")",
10/15/2016 08:50:48,sharon_b101,❤Adorable❤,RT @santherlabelle: #thisiswhatadoctorlookslike my two beautiful sisters #MDs #Cameroonians #africangirlsrock #blackgirlmagic #blackexcelle…,787214129278976000,Twitter for iPhone,750,196,1,0,No,12/09/2014 10:59:59,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784105670454935552/6p19ozKP_normal.jpg"", ""View"")",
10/15/2016 10:03:26,Yiii_____14,ヒナ,"・
👼🏻 MDSlive 👼🏻
・
サイン入りのフリスビーみたいなお皿ゲット🐮
ラッキー👣
・
#MDS 
#RUN 
#もらた https://t.co/BfMKezQAPu",787232405782421504,Instagram,405,291,0,3,No,09/26/2015 07:06:41,＂ ひならしく ＂,🗣 #BIGBANG 🐰 #３年３組,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785487089739497472/w2Ti_dZs_normal.jpg"", ""View"")",
10/15/2016 11:02:27,DNGPlacement,DNG Placement Svcs,"Accepting Applications: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/Zpd7RJjGVW #MDS",787247257007616001,Bullhorn Reach,102,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/15/2016 12:27:03,Lymphoma_Doc,"Jason Westin, MD",The latest Lymphoma Daily! https://t.co/N3PXZhYftM Thanks to @ASH_hematology #mds #mdsdx,787268550901792768,Paper.li,2739,780,0,0,No,01/11/2013 15:40:10,"Houston, TX","Lymphoma Specialist at MD Anderson Cancer Center, dreamer, averse to status quo. Opinions are mine.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/421286714980564992/oK71J2om_normal.jpeg"", ""View"")",
10/15/2016 14:10:38,DNGPlacement,DNG Placement Svcs,"Accepting Applications: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/2qnIq8q1p7 #MDS",787294614667554816,Bullhorn Reach,102,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/15/2016 14:55:59,DNGPlacement,DNG Placement Svcs,"MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/40SfMfBveI #MDS",787306031193985025,Bullhorn Reach,102,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/15/2016 15:42:13,NathalyRochaa,GROSSA 😒👊,Na casa da minha irmã Tayna só rola sofrencia #Mds kkk,787317664205053953,Twitter for Android,337,264,0,0,No,03/03/2016 02:31:55,"Campo Grande, Rio de Janeiro","Snap: nathalia.rocha7 ll
Instagram: _NathalliaSillva ll
Facebook: Nathalia Rocha",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785872312784519168/CMTlGcNA_normal.jpg"", ""View"")",
10/15/2016 20:29:14,IngridPina3,Ingrid Pina,"Inventei de jogar um horário ontem 

#mds não consigo caminhar 😂",787389896273104896,Twitter for Android,66,105,0,0,No,10/03/2016 16:08:21,"Dom Pedrito, Brasil","♏#Escorpião
 #Gaúcha💄
Gremista 💙
apaixonada por futebol ⚽🏅",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784476886311309312/6aI_3K8r_normal.jpg"", ""View"")",
10/15/2016 20:27:03,HelpforMDS,BMTx3,I'm running in the #CabbagePatch10 tomorrow to raise awareness of #MDS If you fancy helping me hen have a look at https://t.co/nxCjCkdvra,787389343493136389,Twitter Web Client,586,1341,0,0,No,11/26/2014 21:12:13,UK,"Raising awareness of Bone Marrow Failure and #MDS - a malignant blood disorder. 3 Bone Marrow Transplants - I don't have views, I have a vision #mdsbloodcancer",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/537717018833612800/2XPDuysp_normal.jpeg"", ""View"")",
10/15/2016 20:31:53,HelpforMDS,BMTx3,Interesting news on luspatercept - drug to treat #MDS https://t.co/vpfqqp4JQD,787390561263165440,Twitter Web Client,586,1341,0,1,No,11/26/2014 21:12:13,UK,"Raising awareness of Bone Marrow Failure and #MDS - a malignant blood disorder. 3 Bone Marrow Transplants - I don't have views, I have a vision #mdsbloodcancer",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/537717018833612800/2XPDuysp_normal.jpeg"", ""View"")",
10/15/2016 20:30:12,DNGPlacement,DNG Placement Svcs,"Job Opening - MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/40SfMfBveI #MDS",787390138116694017,Bullhorn Reach,102,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/15/2016 20:29:14,IngridPina3,Ingrid Pina,"Inventei de jogar um horário ontem 

#mds não consigo caminhar 😂",787389896273104896,Twitter for Android,66,105,0,0,No,10/03/2016 16:08:21,"Dom Pedrito, Brasil","♏#Escorpião
 #Gaúcha💄
Gremista 💙
apaixonada por futebol ⚽🏅",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784476886311309312/6aI_3K8r_normal.jpg"", ""View"")",
10/15/2016 20:31:53,HelpforMDS,BMTx3,Interesting news on luspatercept - drug to treat #MDS https://t.co/vpfqqp4JQD,787390561263165440,Twitter Web Client,586,1341,0,1,No,11/26/2014 21:12:13,UK,"Raising awareness of Bone Marrow Failure and #MDS - a malignant blood disorder. 3 Bone Marrow Transplants - I don't have views, I have a vision #mdsbloodcancer",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/537717018833612800/2XPDuysp_normal.jpeg"", ""View"")",
10/15/2016 20:30:12,DNGPlacement,DNG Placement Svcs,"Job Opening - MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/40SfMfBveI #MDS",787390138116694017,Bullhorn Reach,102,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/15/2016 20:51:49,VanyPreto22,Vany_Valquiria,#MDS,787395576379871232,Twitter Web Client,739,2052,0,0,No,07/10/2012 22:32:00,Angola/Luanda,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/775742551957602304/vs2wquen_normal.jpg"", ""View"")",
10/15/2016 20:31:53,HelpforMDS,BMTx3,Interesting news on luspatercept - drug to treat #MDS https://t.co/vpfqqp4JQD,787390561263165440,Twitter Web Client,586,1341,0,1,No,11/26/2014 21:12:13,UK,"Raising awareness of Bone Marrow Failure and #MDS - a malignant blood disorder. 3 Bone Marrow Transplants - I don't have views, I have a vision #mdsbloodcancer",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/537717018833612800/2XPDuysp_normal.jpeg"", ""View"")",
10/15/2016 21:08:18,mabeky,Mary Silverstein,RT @TapKadia: The latest Leukemia Daily! https://t.co/0OTIBm3QYv #leusm #mds,787399724659646464,Twitter for iPhone,45,39,1,0,No,11/29/2010 14:09:54,"Houston, TX",Leukemia Department Administrator at MD Anderson Cancer Center,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/645243613220175872/sIh6Qif0_normal.jpg"", ""View"")",
10/15/2016 20:51:49,VanyPreto22,Vany_Valquiria,#MDS,787395576379871232,Twitter Web Client,739,2052,0,0,No,07/10/2012 22:32:00,Angola/Luanda,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/775742551957602304/vs2wquen_normal.jpg"", ""View"")",
10/15/2016 21:08:18,mabeky,Mary Silverstein,RT @TapKadia: The latest Leukemia Daily! https://t.co/0OTIBm3QYv #leusm #mds,787399724659646464,Twitter for iPhone,45,39,1,0,No,11/29/2010 14:09:54,"Houston, TX",Leukemia Department Administrator at MD Anderson Cancer Center,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/645243613220175872/sIh6Qif0_normal.jpg"", ""View"")",
10/15/2016 22:34:15,tetin27k,Hector Lopez,El 🐭 y el  🧀 #carteldesanta #viejomarihuano #ppcdsalvc #medes27k #mds #tetin27k #elmaschingon https://t.co/25LG6pvf2j,787421355197108224,Instagram,93,136,0,0,No,08/27/2012 15:39:25,"Flemington, NJ","Follow me, ill follow back;) #StayChingon Hay tres maneras de hacer las cosas, bien,mal, y como yo las hago;)",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/476904186253430784/aHptRLyp_normal.jpeg"", ""View"")",
10/15/2016 22:43:49,DNGPlacement,DNG Placement Svcs,"Accepting Applications - MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/O1EvzhGOCA #MDS",787423762501230592,Bullhorn Reach,102,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/15/2016 23:15:49,epasusff,Susana Carvalho,@mari_zuca FOI TODA FODIDAAAA CRLH ESSA BATEU TANTOOOOOOOOO AAAIIIIIIIIIII QUE DOORRRRR #MDS,787431818647769088,Twitter for Android,4,27,0,1,No,10/15/2016 22:32:27,,"Sou nova aqui, sigam-me. Sou boa pessoa.
Évora ➡ Almada
ESGP Art student",No,4397208797,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787424248541417472/gnpvlNnr_normal.jpg"", ""View"")",
10/15/2016 23:33:26,ElPutoCule,El Puto Culé,"""Y así va el mundo. Hay veces en que deseo sinceramente que Noé y su comitiva hubiesen perdido el barco"". #MdS",787436249405620224,Twitter for Android,25685,748,0,0,No,05/22/2011 03:19:36,Maracaibo.,"Piqué, Iniesta, Puyol, Ronaldinho, Cruyff... Messi y Guardiola.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/786627379204612098/eIvhWrFo_normal.jpg"", ""View"")",
10/16/2016 00:37:12,RogerFenty,Roger Wesley,"Billy Idol - White Wedding Pt 1 https://t.co/UCHalfj5oI via @YouTube 

Viciado nessa música #MDS",787452299035705344,Twitter Web Client,513,1278,0,0,No,01/10/2014 23:52:20,,"Rihanna Navy Forever
R
 I
H
A
N
N
A

I

L
O
V
E

Y
O
U

https://t.co/hBich8AQkq https://t.co/HxRYPIE33j",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/787434353550848000/U55tvOCZ_normal.jpg"", ""View"")",
10/16/2016 01:27:01,BrunoBritoS,Bruno Brito,#MDS Q diluvio é esse?,787464835000856576,Twitter Web Client,1115,1417,0,0,No,05/11/2009 14:30:42,,"Autor e diretor da minha vida, sou um cara maneiro, segue aí podemos trocar mensagens e bater papo ;)",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/593952106/OQAAAA40kLiXxyLlzdVWM2Ib6gIOerT9hzdAF0oDVMuXT1AO07j7on6_rtngLwljzd7eW54OXfHuG6nKoA_rhSCr9cMAm1T1UBQiUpQL1_63C3QCokAh4UfTpZDb_normal.jpg"", ""View"")",
10/16/2016 02:37:05,HH_Technology,Technology Jobs | HH,#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/MZHfRNChqy,787482466219012096,hh_technology,2394,1932,0,0,No,05/03/2012 07:43:05,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/543263084735787010/32MyAWdQ_normal.png"", ""View"")",
10/16/2016 02:36:45,HH_Technology,Technology Jobs | HH,#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/BRfSYRuHSI,787482381808611328,hh_technology,2394,1932,0,0,No,05/03/2012 07:43:05,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/543263084735787010/32MyAWdQ_normal.png"", ""View"")",
10/16/2016 02:36:36,HH_Technology,Technology Jobs | HH,#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/a2Lpu0QuM8,787482344483532800,hh_technology,2394,1932,0,0,No,05/03/2012 07:43:05,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/543263084735787010/32MyAWdQ_normal.png"", ""View"")",
10/16/2016 02:40:30,RisaALfianaa,Riri Yuri Kitty,".
#alhamdulillah 

#hamdalah 

#opelon #sogo

#showy #mds #matahari… https://t.co/vlVXqZYPWR",787483327582404609,Instagram,166,285,0,0,No,03/22/2012 01:36:10,"Kota Surabaya, East Java","Tenang saja, siapapun yang mengatakan kamu tidak baik, percayaLah mereka tidakLah Lebih baik darimu :)",No,,-7.26161022,112.73964381,"=HYPERLINK(""http://pbs.twimg.com/profile_images/628564545498296320/jvEzdIg6_normal.jpg"", ""View"")","=HYPERLINK(""https://ctrlq.org/maps/address/#-7.26161022,112.73964381"", ""Map"")"
10/16/2016 02:37:05,HH_Technology,Technology Jobs | HH,#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/MZHfRNChqy,787482466219012096,hh_technology,2394,1932,0,0,No,05/03/2012 07:43:05,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/543263084735787010/32MyAWdQ_normal.png"", ""View"")",
10/16/2016 02:36:45,HH_Technology,Technology Jobs | HH,#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/BRfSYRuHSI,787482381808611328,hh_technology,2394,1932,0,0,No,05/03/2012 07:43:05,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/543263084735787010/32MyAWdQ_normal.png"", ""View"")",
10/16/2016 02:40:30,RisaALfianaa,Riri Yuri Kitty,".
#alhamdulillah 

#hamdalah 

#opelon #sogo

#showy #mds #matahari… https://t.co/vlVXqZYPWR",787483327582404609,Instagram,166,285,0,0,No,03/22/2012 01:36:10,"Kota Surabaya, East Java","Tenang saja, siapapun yang mengatakan kamu tidak baik, percayaLah mereka tidakLah Lebih baik darimu :)",No,,-7.26161022,112.73964381,"=HYPERLINK(""http://pbs.twimg.com/profile_images/628564545498296320/jvEzdIg6_normal.jpg"", ""View"")","=HYPERLINK(""https://ctrlq.org/maps/address/#-7.26161022,112.73964381"", ""Map"")"
10/16/2016 02:37:05,HH_Technology,Technology Jobs | HH,#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/MZHfRNChqy,787482466219012096,hh_technology,2396,1932,0,0,No,05/03/2012 07:43:05,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/543263084735787010/32MyAWdQ_normal.png"", ""View"")",
10/16/2016 02:40:30,RisaALfianaa,Riri Yuri Kitty,".
#alhamdulillah 

#hamdalah 

#opelon #sogo

#showy #mds #matahari… https://t.co/vlVXqZYPWR",787483327582404609,Instagram,166,285,0,0,No,03/22/2012 01:36:10,"Kota Surabaya, East Java","Tenang saja, siapapun yang mengatakan kamu tidak baik, percayaLah mereka tidakLah Lebih baik darimu :)",No,,-7.26161022,112.73964381,"=HYPERLINK(""http://pbs.twimg.com/profile_images/628564545498296320/jvEzdIg6_normal.jpg"", ""View"")","=HYPERLINK(""https://ctrlq.org/maps/address/#-7.26161022,112.73964381"", ""Map"")"
10/16/2016 03:34:00,HH_Technology,Technology Jobs | HH,#Hiring for Lead Engineer - Storage / IBM XIV #TechJobs #edp #mis #vnx #recovery #mds #career | Apply Now https://t.co/ZElG6LjzlX,787496789419053058,hh_technology,2399,1932,0,0,No,05/03/2012 07:43:05,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/543263084735787010/32MyAWdQ_normal.png"", ""View"")",
